,0,1,2,3,4,5,6,7,8
932,CTC-260E6.6,C2orf88,API5,RIN2,RP11-178L8.7,RHBDD3,ARHGAP19,C19orf33,GYS1
933,RP11-196G11.2,ESAM,SPATA6,OTOF,MEG3,TAF1D,CAMK2N1,MUM1,KCNG1
934,RP11-420A6.2,EGFL7,LYPD2,RP11-314N13.3,NPPA-AS1,SLC35A2,ZNF653,DISP1,TNFRSF17
935,NRN1L,PGM1,NCR1,RP11-545I5.3,RP11-211G3.2,SLC27A1,LINC00886,DOK3,EVA1B
936,CLECL1,PLEKHB2,TRUB2,IPO9-AS1,SERPINE1,WARS2,DRAXIN,PTAFR,ZNF232
937,RBL1-1,HMGXB4,C2orf76,B4GALT4,RP4-773N10.4,RASD1,NT5M,ACOT13,MRM1
938,MAP1A,MARCH2,DNAJB14,CEP68,PPT2-EGFL8,RP11-66N24.3,RP11-496I9.1,ZNF350,BLM
939,AC068580.6,RP11-932O9.7,SENP2,CTNNAL1,C10orf25,ZNF836,POLA1,RAB38,RP11-488C13.5
940,NCKAP1,TMPRSS11E,SLC27A1,SARDH,TAL1,TMEM140,RABL2A,TNFRSF9,HBA1
941,FAM209A,CACNA1C-AS1,ARIH2OS,RPUSD2,CCDC163P,DIMT1,GYS1,NEFH,SHARPIN
942,AATF,SAMD14,PLEKHA1,IFT20,KRTAP5-AS1,ZNF841,MRPL1,ARIH2OS,TRIM23
943,MMD,NEDD4,PAWR,ABI2,AC068580.6,FBXO21,CNEP1R1,LYSMD4,PDCD1
944,BANP,C15orf26,BABAM1,ANTXR2,RBL1-1,TMEM55A,ATXN3,TRAPPC12-AS1,TGFBRAP1
945,ARIH2OS,RP13-314C10.5,RP11-367G6.3,ARIH2OS,SPOCD1,UBE2K,NPHP3,ACPP,SLC48A1
946,HEMK1,VIL1,SSBP3,FAM63B,SEC14L5,YEATS2,IFFO1,SEPT5,FAM120C
947,SAMD1,ANKRD50,AL928768.3,CLDN5,RP11-77H9.2,TDG,NEIL1,CTB-113I20.2,DTX3
948,CRTC1,NEUROD2,USP8,PARS2,CCDC62,ELP6,RNF26,RAB8B,ENHO
949,ZNF263,RP11-308N19.1,CLIP1,KIF3C,MAP1A,RFNG,HMG20A,IFIT2,PAWR
950,SMCHD1,TEX12,UBAP2,YES1,CTD-2012J19.3,ISCA2,SAAL1,CAMK1D,CEACAM4
951,OBSCN,GATA2,STK11IP,ATP8B3,RP4-684O24.5,JARID2,PBRM1,ATF7IP2,CCL4L1
952,SLC35A2,KCNJ14,SYTL2,PLA2G4C,NUDT12,DISP1,IFIT2,DENND5B,CNIH4
953,CTNNAL1,SUOX,CDK16,NT5M,BHLHE40-AS1,C17orf59,RABL2B,CDC42BPB,FASTKD1
954,MED7,CTD-2227I18.1,JAKMIP1,GPR84,NAPA-AS1,EXOC6,DNASE1L3,UBE3A,KLC4
955,POLA1,MBNL1-AS1,ARMCX5,AP001462.6,ALOX12,CRTC1,CTB-152G17.6,BRAT1,RP11-70P17.1
956,RPS6KL1,CRTC1,ICOSLG,HOMER2,RP4-800J21.3,SAMD4B,RP1-315G1.3,KCNQ1OT1,DPY19L4
957,SNTA1,VMAC,CLSTN3,TNS1,ZNF404,TRIP11,SAMD12,CLPX,ALDH1A1
958,ARHGAP19,SYTL2,UNC45A,CAMK2N1,RP1-111C20.4,FAM98A,BOLA1,ALKBH4,SLC2A13
959,AP001462.6,VPS26B,MMD,FSTL1,RAB38,MCM3,RP11-488C13.5,FEM1B,NAPA-AS1
960,RP11-219B17.1,VPS13C,NAPA-AS1,CTTN,PALLD,DUSP10,MZT1,RNF14,ARPP19
961,RP11-1000B6.3,DUSP10,MYL9,CTD-2015H6.3,EOGT,NARG2,SENP2,TMX3,RP11-706O15.1
962,CAMK2N1,DSCR3,FRY-AS1,HGD,ZSWIM6,PRRG4,PPIF,TMEM140,NEK8
963,LINC00886,CDC16,PTCRA,RP11-496I9.1,SLC2A13,ANKRD27,GBP1,SLC35A2,RP11-554J4.1
964,NFKBIL1,WIBG,TSPAN33,RP11-527L4.5,TMEM234,SPARC,COLGALT1,USP30,COL6A2
965,HENMT1,ANTXR2,FAM210B,ACTL6A,RP5-821D11.7,ST3GAL2,SIRT1,SYCE1,NOG
966,F5,TIMMDC1,ARMC7,NCOR2,C7orf26,OSBPL1A,RBPJ,ZRANB3,PCDH9
967,PRUNE,ALOX12,USP5,MRS2,CA2,RP3-325F22.5,SH3BGRL2,NMNAT3,C8orf44
968,HMBOX1,FMO4,UCK1,POLDIP2,SPPL2A,LUC7L,ZNF841,TRIM16L,ARSD
969,ALOX12,TNFRSF9,NT5C3A,SPTSSB,MICU1,PLA2G12A,FBXL14,DEDD,LRIG2
970,ZNF404,LILRA4,RAD51B,CCDC94,PPP1R8,PLEKHA3,LRRIQ3,ANAPC4,ZNF528
971,TMPRSS11E,RAB38,ERCC6L2,RGS1,ZCCHC10,SSBP3,PAXIP1-AS1,TRIP11,WDR91
972,ANKRD50,ARG2,TFAM,ADAL,RCE1,CHPF2,C16orf58,SEPT11,EIF2B1
973,LNP1,GOT2,MAP2K7,PLEKHA3,USP38,SLC25A12,PYCARD,STAU2,PDIK1L
974,RP13-270P17.1,JAZF1,CPNE2,XRRA1,RP13-314C10.5,URB2,DISP1,SPATA6,PLD6
975,IFT81,RP11-493L12.4,RP5-821D11.7,SURF6,RP4-781K5.2,IL24,CPNE5,C6orf25,AGO4
976,HIST1H4I,ARHGAP11A,PAX5,SLC19A1,TDRP,RAB8B,SETD1B,MYOM2,DHX34
977,CTC-454I21.3,MCM10,ATXN7L3B,CDC16,WNT5B,DYNLL2,CIDEB,ZSWIM6,TTN-AS1
978,C15orf26,C1orf186,ZNF397,PRKAR2B,SAMD14,IQCH-AS1,MZB1,PDK2,ABCC10
979,CTC-444N24.6,RP11-879F14.2,MLLT6,BIRC5,GATA2,RP11-379F4.4,UTP6,FHL1,AP4S1
980,RP13-314C10.5,KDM4A-AS1,LPIN1,DNASE1L3,IFT81,GNPAT,REEP3,SCAPER,LIN52
981,PUM1,FCGBP,ASXL2,RP11-701P16.5,ANKRD50,TOMM40,TNFRSF4,MLLT11,TMEM62
982,PNPLA8,CTD-2302E22.4,ACTL6A,SPATA7,TEX12,CCL4L1,BBS2,IL4I1,TNRC18
983,PAFAH1B1,RP11-502I4.3,PELI1,CXCL3,CACNA1C-AS1,R3HDM1,FBXO21,CISH,SLC19A1
984,ZNF397,RP11-141B14.1,ZNF195,FAXDC2,CCDC153,AAR2,FMO4,TPD52L2,BAG4
985,WDR91,DMPK,KIR2DL3,PROK2,HIST1H4I,TMEM40,ZNF404,TSPAN33,HCFC2
986,MRPS23,AC137932.6,RP11-66N24.3,LY6G6F,C15orf26,METTL3,NEFH,MARCH6,PPP2R1B
987,DCP2,RP11-408A13.4,ATG16L1,SAMD12,SUOX,RPN2,PXMP4,LONRF1,RP11-428G5.5
988,GP1BA,ATP9A,CUL4B,C1orf198,RP11-215G15.5,TMED4,SDPR,WDR44,CAP1
989,PRKAR2B,C1QC,ADAM10,RFPL2,AC007879.7,COPS4,CSRP1,WDR37,PPA2
990,TPM2,DNAJC27,PF4,WDFY3,VIL1,RP11-122G18.5,NAA25,GRAP,TADA2A
991,FAXDC2,C2CD4D,CLPX,RP1-315G1.3,RP11-10K16.1,FAM27A,RBBP6,CRTC2,OSBPL7
992,RP1-315G1.3,SCN1B,RP13-270P17.3,PLCL1,LNP1,RP11-274B21.8,PDE6B,SH3GLB1,ATP10D
993,RP11-535M15.1,SDCBP2,ATXN3,CLEC4C,RNASE3,RP11-672A2.6,MTERFD2,PLEKHA1,PRR5L
994,FAM225A,RAB6B,GTF2B,RPH3A,CTD-2227I18.1,EPB41L4A,C7orf26,SAMD1,PTGDS
995,SLC24A3,SMTN,DCAF5,SLC22A4,RP13-270P17.1,RP11-138I1.2,CTB-113I20.2,IFI27,GBGT1
996,CST11,PLXNA1,CCDC94,UBE2C,NEDD4,AC022532.1,RP11-5C23.1,MACROD2,SLC27A1
997,CTC-498J12.3,RP11-378J18.3,SNAP47,PGM2L1,ACPP,RP11-217B7.2,TRAPPC12-AS1,RP11-164H13.1,RHBDD3
998,RP1-59D14.1,PVALB,FEM1B,CNEP1R1,TSPAN33,UBE2E2-AS1,TMTC2,IFFO1,HDAC2
999,GJC3,GPR55,MBNL1-AS1,IL1RAP,ZNF682,RP11-46H11.12,RP11-706O15.1,COLGALT1,WARS2
1000,CTD-2033C11.1,ARHGAP6,PCDH9,ZNF121,EHMT2,ENTPD3-AS1,OSBPL1A,ZNF232,MPP6
1001,GPC2,UBE2K,SPIN1,C16orf80,EIF2S1,ZNF333,LYSMD4,SDCCAG8,CTC-444N24.11
1002,AARD,CRLS1,TSC22D1,PYGO2,NEK8,EDC3,RP11-145M9.4,PKN2,GPR35
1003,LOX,NECAB3,ZFX,CARHSP1,ANTXR2,USP8,RP11-554J4.1,FBXO4,ZNF747
1004,RP11-481J2.2,NUDT1,CES4A,KLF11,ZNF836,SPIN1,NEK8,RP11-488C13.5,JAKMIP1
1005,RP11-532F6.5,USP8,RP11-164H13.1,AAR2,PLCB2,PILRB,CLIP1,TTC14,BACE2
1006,RP11-242F4.2,HEMK1,MACROD2,RP11-468E2.4,ELP6,INTS2,ZCCHC10,EWSR1,ICOSLG
1007,NKX3-1,NKAP,SERPINF1,CEP85L,RP11-421L21.3,ZNF425,MBNL1-AS1,SIRT1,CLSTN3
1008,CCNB3,MRM1,NELFB,EXOC6,ZNF594,C10orf25,IQCH-AS1,TGFBRAP1,MTRF1
1009,RP11-231D20.2,ALKBH4,ISG20L2,PRR5L,SCN1B,CTD-2012J19.3,RP11-532F6.3,RAB9A,ARMCX5
1010,CACNA1F,IDUA,TMEM102,SNAP47,AC137932.6,PLIN5,IQCE,DTX3,YEATS2
1011,NLGN2,ZBED5-AS1,KCNQ1OT1,PEX26,RP11-1055B8.7,RP11-211G3.2,IL24,AGA,HBEGF
1012,CCDC40,ATG16L1,HBP1,ACVR2A,ARHGAP6,MEG3,CEP68,KIAA0125,TNFRSF13C
1013,RP11-503E24.3,GFI1B,ADSL,SH3BGRL2,SYP,OMG,SLC16A5,DNAJC10,PAX5
1014,MIR1-2,RP11-5C23.1,FBXW4,SCGB1C1,ASAP2,MAP1A,LZTS2,CLIP1,SLC20A2
1015,SYNPO,SEPT5,ABHD17B,ATAD3C,FZD2,TMEM222,SHOC2,TMED4,CYP27A1
1016,CTC-297N7.1,TRAPPC12-AS1,TIMM22,S100P,DNAJC27,C2orf76,ZNF528,CCDC174,FAM98A
1017,CTD-2283N19.1,PDE6B,EVA1B,HIST1H1B,C2CD4D,RPUSD4,ACOT13,ARSD,RAD51B
1018,KB-1460A1.3,GINM1,KCNG1,REPS2,PVALB,TRIM16L,RBM5,AAGAB,ERCC6L2
1019,RP11-1096G20.5,PF4,TNFRSF17,ZNF503,RP1-266L20.2,CGRRF1,RFNG,COL6A2,RP5-821D11.7
1020,CTA-331P3.1,COLGALT2,ARPP19,FBXL14,ATP9A,GP9,TBXA2R,RP11-554J4.1,CRTC1
1021,DCSTAMP,EFCAB4A,KPNA1,TUBG2,SMTN,TRPM4,EARS2,UCK1,STX16
1022,RP13-143G15.4,LINC00494,DLST,SLC4A7,VSIG10L,ZRANB3,AC074138.3,UBAC2,RP13-270P17.3
1023,RP11-879F14.1,CTD-2012K14.7,NR2C2AP,TREML1,LY6G5B,ILF3,ZNF175,ZCCHC9,MED9
1024,PDF,ITGB3,METTL21A,ORC2,RP11-324I22.4,GGNBP2,WDYHV1,MBNL1-AS1,CD163
1025,RP11-382A18.2,LGALSL,TMEM60,TGFBRAP1,SDCBP2,LPGAT1,STX16,WDR91,C1QA
1026,RP11-91A18.4,SLC4A8,CCP110,STX16,RPA4,TMPRSS11E,NIT1,PCDH9,TRIT1
1027,RP4-545C24.1,RP11-390B4.5,AC113189.5,CCDC66,SEPT4,RNASE3,FRAT1,NOG,RP5-887A10.1
1028,RP1-111C20.3,ANKS1B,TM7SF3,C10orf32,RP11-378J18.3,WNT5B,RFC1,CYTH2,RP11-400F19.6
1029,RP11-1136J12.1,TTC30A,ATXN1L,FEM1B,MCM10,RP13-314C10.5,ANKHD1,FCRL6,ZFAND4
1030,KCNG2,RP11-545I5.3,TMEM62,C16orf58,CLIP2,IFT81,PGM2L1,AP4S1,SLC25A12
1031,ASB15,RP11-314N13.3,SLC19A1,SERAC1,FCGBP,TDRP,RP11-349A22.5,HIST1H2AC,FBXW4
1032,PTGES3L,RP11-219B4.7,MTIF2,EGFL7,NIPSNAP3B,HIST1H4I,BAG4,TTN-AS1,BMPR2
1033,AC015849.2,ENKUR,ST20,RP11-398C13.6,RP11-879F14.2,RP11-215G15.5,RBM26-AS1,PDIK1L,TAOK2
1034,RP11-88H9.2,PDZK1IP1,ATG7,PUS7,MYH10,TUBB1,BANP,RWDD4,DDI2
1035,SEMA3D,TAOK2,FBXO4,ESAM,RP11-294J22.6,CYB5B,CTC-378H22.1,CHERP,RILPL2
1036,RP11-65N13.8,AAGAB,MTERFD1,C2orf88,C18orf21,ELL,TCEA2,WDR45,BCDIN3D
1037,RP11-304L19.2,FBXW4,IFI27,DCP2,LAMP3,ITGA2B,PIGX,ZNF628,CCP110
1038,MREG,TMEM62,ERV3-1,KLHL6,SLC16A5,NOC4L,SLC6A6,HCFC2,SREBF1
1039,CYP46A1,RNF25,TYW5,VPS13C,CDC42BPB,RP11-1055B8.7,TRIP12,NBR1,ZNF559
1040,RP11-76E12.1,HELQ,STAU2,RMND5A,CLEC1B,SCN1B,HDAC5,METTL3,ZNF333
1041,RP11-554A11.8,EOGT,GAS2L1,FAM120C,LZTS2,AC137932.6,CCDC91,TADA2A,TYW5
1042,MOGAT1,TMEM140,NEIL1,IFFO1,MBNL1-AS1,CTD-2302E22.4,SCAI,ZNF263,PIGL
1043,AC073641.2,DENND5B,UIMC1,RBM39,CCDC91,RP13-753N3.1,TRPM4,CTC-444N24.11,SMPDL3A
1044,CELF6-1,RP11-532F6.3,PRR5L,CLSTN3,ZNF528,SYP,TREML2,CEP164,DENND6A
1045,RP11-216P16.2,AC147651.3,PTGDS,ATF7IP2,DDX56,RP1-266L20.2,TRIM16L,SPRTN,NEIL1
1046,RP11-783K16.13,LAMP3,SENCR,ATP5SL,CRTC2,CLIP2,ZNF121,WARS2,TANGO6
1047,RP11-285J16.1,SYVN1,ZNF350,MVD,GNPAT,RP11-294J22.6,SYCE1,RHBDD3,EDC3
1048,RP4-555D20.2,C14orf80,UBE3A,LINC01003,DYNLL2,R3HDM2,AP3M2,ACRBP,HMG20A
1049,CHST8,PGRMC1,MCM3,DAGLB,MPHOSPH10,ORAI1,NUDCD1,RBM25,C2orf76
1050,RP1-102G20.5,CLDN5,GLYCTK,RAB38,CASC7,MARCH6,ZCCHC11,SLC20A2,SENP2
1051,RP11-152L20.3,RP11-496I9.1,BTN3A2,ALOX12,CARS,PRKACB,RP11-532F6.5,ARMCX5,CHN2
1052,MYBPC3,CRIP3,KRBOX4,PALLD,MRE11A,AGO4,RP11-203B7.2,PIK3R1,NUDT1
1053,CREB3L1,HGD,GPATCH4,PRRG4,ANKS1B,AP4S1,RP4-545C24.1,GLRX3,UBAP2
1054,RP11-197N18.7,RP11-219B17.1,SPG7,TNFRSF9,ZNF587B,DHX34,LEFTY1,PHACTR4,RHEBL1
1055,HBA2,CAMK2N1,SURF6,NEFH,RP11-219B4.7,FOPNL,NKX3-1,FAM98A,SYTL2
1056,MICALCL,RP11-432I5.1,CTD-2267D19.2,CCL2,TTC8,CASC4,LBX2,DIDO1,LRRK2
1057,YJEFN3,RP11-527L4.5,GPR171,MKLN1,ENKUR,F5,RP11-231D20.2,PAX5,STK11IP
1058,PDIA2,AP001462.6,UBLCP1,SIRT6,PDZK1IP1,MALT1,RP1-102G20.5,APOBEC3B,DAGLB
1059,RP11-304M2.5,RPS6KL1,SURF1,EOGT,LINC00494,USP20,SYNPO,SNAP47,PLA2G7
1060,SYNGR3,KIF3C,CNEP1R1,SIN3A,MLEC,EFCAB4A,CTD-2325A15.5,EIF5B,TTPAL
1061,TMEM56,SNTA1,TMEM80,SPEN,EFCAB4A,CTD-2537I9.12,LINC01122,MED9,MLTK
1062,RTN2,YES1,ZNF493,IFIT2,LGALSL,PDZK1IP1,RP11-285J16.1,C1QA,PXMP4
1063,RP11-317G6.1,COMMD4,HMGCL,SRPR,SLC4A8,RP11-219B4.7,CTD-2283N19.1,BOLA1,SLC25A14
1064,PDE6H,TADA2A,SAAL1,F13A1,SMIM5,IPO9-AS1,RP11-503E24.3,DDI2,NAA25
1065,LINC01122,STAU1,NF1,ACPP,ELANE,RIN2,FAM71A,FBXW4,ATP6V0E2
1066,JMJD7,IL4I1,CCL4L1,ANKRD22,OTOF,TTC30A,CTD-2033C11.1,ZFAND4,CUL4B
1067,ZNF132,MGA,CEACAM4,GFI1B,CTD-2012K14.7,LGALSL,CTC-498J12.3,ATP5H,PDE6B
1068,LBX2,ZNF682,CPNE5,SLC22A18AS,ITGB3,hsa-mir-1199,RP11-384C4.7,TMEM222,BBS2
1069,AC096559.1,DEDD,ENHO,LYSMD4,hsa-mir-1199,TTC8,LOX,GZMB,ATG16L1
1070,AC017002.2,SARDH,KDM3B,TMTC2,LINC00984,GPKOW,RAB6C,C19orf52,RAMP1
1071,CHRM3,LINC00342,ANKRD27,SEPT5,RSPH9,SMARCD3,RP4-555D20.2,TYW5,NELFB
1072,RP11-516C1.1,ZNF175,PDK2,SLC25A14,RP11-314N13.3,ITSN2,RP11-242F4.2,HMG20A,KIR3DL2
1073,RGPD8,TMEM40,ATP5SL,PTGES2,MMP9,PXMP4,PF4V1,RABL2A,PURA
1074,LINC01132,NOC4L,TCF12,TTC1,ZUFSP,BBS2,AP000282.2,PIGL,ZFX
1075,KLRC3,RABL2A,RHEBL1,PXMP4,NKAP,PPP2R1B,ASB15,ZNF333,HDAC9
1076,CTD-2358C21.4,SPATA7,ARHGAP18,AC005082.12,SARDH,MYOM2,GJC3,INIP,ZNF468
1077,RAB6C,SAMD12,DNAJC10,WDR44,C16orf52,ZNF799,TMEM56,KIAA0040,CR1
1078,CCDC38,BIRC5,RNF25,TSC22D1,LIN52,C9orf3,SEMA3D,CTD-2267D19.2,SUV420H2
1079,RP4-761J14.8,LY6G6F,METTL8,EIF2S1,ANKAR,ZBED5-AS1,AC073641.2,RGS14,VIPR1
1080,MNS1,PRKAR2B,DPY19L4,MAP2K7,TMEM40,POLA1,MOGAT1,SELL,RFNG
1081,LEFTY1,RP11-142C4.6,ALDH1A1,TMEM102,ADAL,ATP8B3,CTA-989H11.1,ACP1,ATG7
1082,MYZAP,UBE2C,SPSB2,STAU2,KIF5B,TNS1,RP11-88H9.2,NARG2,CD93
1083,RP11-355N15.1,CTB-152G17.6,MDP1,ANAPC4,PLD6,PARS2,RP11-379F4.4,GPATCH4,WDYHV1
1084,CTD-2639E6.9,PLCL1,EHMT2,C3orf38,PAFAH1B1,HOMER2,YEATS2-AS1,C16orf58,ST20
1085,AC012499.1,RFC2,SMARCC2,TRIP11,ZNF626,CLDN5,TP63,LRRK2,TAF6L
1086,FAM71A,HMG20A,DAGLB,MAT2A,TCEAL4,TMX3,RP11-91A18.4,RHEBL1,TIMMDC1
1087,CTC-548K16.1,EDC3,ST7L,SPARC,TMX2,HDAC9,ZNF132,SEC31A,USP19
1088,CTD-2506J14.1,TANGO6,DOCK10,ZFX,NEMF,TADA2A,RP1-111C20.3,UNC45A,CXCL2
1089,PRSS27,C9orf69,RMDN3,CRELD2,CRELD2,CCDC91,MREG,CHI3L2,CTC-378H22.1
1090,NUPR1,UTP6,KLHL6,LARS,PTPRN2,EID2,RP13-143G15.4,DSCR3,GLYCTK
1091,RP11-343J3.2,MYL9,TDG,FCGR3B,BANP,API5,RP11-302F12.10,SLC25A14,RP5-1028K7.2
1092,ZNF560,RP11-66N24.3,ELOF1,LZTS2,HELQ,AC005082.12,CGN,RAMP1,FCRL2
1093,PCDH9-AS1,UNC45A,CHD2,FCAR,AGPAT1,MYO1E,CACNA1F,THAP2,PGM2L1
1094,RP11-302F12.10,OBSCN,ATAD1,CLEC1B,TCF12,DNASE1L3,CTA-331P3.1,PURA,CTNNBL1
1095,RGS6,CPNE2,FAM98A,SLC16A5,COMMD4,PRKAR2B,AC096559.1,MRS2,TRMT61A
1096,RP11-700J17.2,HIST1H2BJ,F2R,IL24,TIMM10B,WBP2NL,RP11-700J17.2,ZNF468,ANKRD27
1097,ACTN1-AS1,AP001189.4,AGPAT1,AC147651.3,EIF2B1,CLEC4C,LINC01118,ATXN7L3B,ORC2
1098,PF4V1,RBM26-AS1,FBXO25,KCNE1,CEP85L,PLCL1,RGPD8,NELFB,CLYBL
1099,TUBB8,GP1BA,RNF168,IQCE,MIS18A,RPH3A,GPC2,GBP1,SCAI
1100,RP11-344N10.5,EXOC6,CHI3L2,LAMP3,CLDN5,SPATA7,AC012499.1,SIVA1,NF1
1101,RP11-885N19.6,ZFYVE28,DIS3,MAP3K7CL,HP,C19orf52,CHRM3,IGLL5,RP11-138A9.2
1102,RP11-203B7.2,ATAD3C,DIMT1,NELFB,LINC00886,GNPTAB,LINC01132,ST20,HEMK1
1103,AP000282.2,GNG3,CISD1,YPEL2,RP11-219B17.1,CTNND1,AC017002.2,ATG7,POMT1
1104,RP3-337O18.9,HIST1H1B,RCL1,GID8,RPS6KL1,SAMD1,CTC-548K16.1,CTC-378H22.1,NR2C1
1105,FAM83C-AS1,LRRIQ3,SPARC,NARG2,HGD,C19orf33,RP11-304L19.2,USP19,ZNF397
1106,CTF1,AEBP1,STK38,DSCR3,RP1-28O10.1,FBXL14,ACTA2-AS1,PGM2L1,RPL39L
1107,CTD-2325A15.5,SCGB1C1,YWHAG,CTNND1,RP11-527L4.5,S100P,RP11-317G6.1,APH1B,SPIN1
1108,CGN,C19orf33,HDAC9,DMTN,GPR84,LRRIQ3,RP11-355N15.1,CASC3,KLRC1
1109,TP63,ZNF841,CD96,FBXO25,CTTN,VPS13C,AC015849.2,GGA3,TMEM234
1110,LINC01118,NDUFS1,PTPN7,ZFAND4,RP11-432I5.1,MRVI1-AS1,RP11-65N13.8,TRMT61A,ENTPD3-AS1
1111,SPATA13-AS1,ATP5SL,IL27RA,WDR45,DRAXIN,PPIL4,CHST8,RP11-138A9.2,YWHAG
1112,RP11-816J6.3,NEK8,CASC4,ZNF836,TEX2,CBX5,PTGES3L,ADPRM,FNTA
1113,LINC00618,PITPNM1,ABCC10,AGA,CTD-2015H6.3,CES4A,RP11-354M20.3,ZNF397,ABHD17B
1114,RP11-354M20.3,KLHL24,CDK19,MDS2,ARHGAP19,CLSTN3,AL161784.1,TMEM138,CDK19
1115,YEATS2-AS1,TRIM16L,DEDD,C16orf52,PARS2,GPATCH4,MYZAP,RABL6,PITPNM1
1116,CTA-989H11.1,ZNF121,ANKRD54,TMEM40,RP11-1000B6.3,ARMC7,YJEFN3,C10orf32,FAM43A
1117,PRSS22,GP9,CIDEB,CMTM5,CXCR1,PUS7,MNS1,SMARCC2,ZBTB10
1118,ACTA2-AS1,STK11IP,PWP1,ATAD1,TNS1,C2orf88,CCDC40,ORMDL2,RP11-421L21.3
1119,RP11-96C23.15,DISP1,PGM1,ADPRM,NT5M,ESAM,RP11-516C1.1,MFF,MDS2
1120,RP11-379F4.4,LINC01013,PEMT,PGM2,JARID2,SERAC1,MIR1-2,ENTPD3-AS1,ZUFSP
1121,MMADHC,GDF11,DUSP10,CES4A,HIST1H2BJ,LINC01013,JMJD7,TMEM234,MRE11A
1122,DHX15,RWDD4,CIAPIN1,SETD5,RBM26-AS1,ERCC6L2,FAM225A,PITPNM1,ADAL
1123,SLC27A1,UBAP2,BZRAP1-AS1,LIN52,GP1BA,RAD51B,RP11-304M2.5,ELP5,CASC7
1124,FAM120C,RP5-821D11.7,THUMPD3,EHMT2,IL27RA,GYS1,CELF6-1,C17orf59,DHX8
1125,ACD,SLC20A2,NSA2,TBCK,NPHP3,MAP2K7,RP11-96C23.15,RP11-421L21.3,NPHP3
1126,C9orf3,USP38,ZBTB10,OAT,PAXIP1-AS1,PRELID2,CTD-2358C21.4,CD82,ADIPOR2
1127,OSBPL1A,ISG20L2,BAG4,SREBF1,FEM1B,PALLD,RP11-152L20.3,FCGR1A,TBC1D23
1128,CTB-113I20.2,LRIG2,RP11-428G5.5,WDYHV1,IRAK4,RAB38,RP11-481J2.2,RNF25,PYGO2
1129,CEP128,RAD51B,OXLD1,EWSR1,RFC1,TRUB2,CTF1,GOLGB1,FCER1A
1130,YWHAG,WDR91,ZCCHC9,ANKRD9,DLST,MED9,RP11-885N19.6,CNEP1R1,TMED5
1131,SMTN,ZNF528,PITPNM1,AP001189.4,PPP1R2,RP11-145M9.4,NUPR1,MTERFD2,ZNF561
1132,PVALB,TMEM138,PGRMC1,GP1BA,METTL8,SEPT5,PDF,ADIPOR2,RNF26
1133,DMPK,ATXN1L,TMEM165,CTNNB1,ANKRD27,LYSMD4,PRSS22,ZNF561,CEP120
1134,CTD-3214H19.4,CYTH2,CEP164,FHL1,RNF25,RP11-5C23.1,PRSS27,RNF26,SMYD4
1135,RP1-266L20.2,GNPTAB,XPOT,EVA1B,RP11-960L18.1,TRAPPC12-AS1,C11orf85,CEP120,CD2AP
1136,SYP,ZUFSP,ZBED5-AS1,ZMAT3,SPATA7,DCAF5,RP1-59D14.1,PEX26,RNF25
1137,CTD-2302E22.4,C1QB,STAMBP,RABL6,SLC22A4,DPH6,SYNGR3,SMYD4,PJA1
1138,AC137932.6,RP4-800J21.3,DPH6,EDC3,EML6,DUS3L,PDIA2,SETD1B,METTL8
1139,RP13-753N3.1,MED9,SMDT1,FADS1,CXCL3,DDI2,RP11-343J3.2,ACBD3,IDH1
1140,MYH10,GFER,PPIL2,C17orf62,BIRC5,MRS2,ARHGDIG,VPS13C,GOLGB1
1141,RAB6B,CEP164,B4GALT4,PDZD4,THBS1,BMPR2,HBA2,OAT,RUNDC1
1142,U73166.2,AP4S1,VDAC3,NMNAT3,FAXDC2,TAOK2,NLGN2,TMEM102,SETD1B
1143,RP11-408A13.4,DPH6,TMEM87A,TRPM4,SAMD12,RP11-400F19.6,CTC-297N7.1,VTI1A,RCL1
1144,ATP9A,NPHP3,FCRL2,SYCE1,RPH3A,SLC48A1,RP11-1096G20.5,MFSD10,SMC2
1145,ARHGAP11A,RNF26,NFAT5,GP9,RP11-701P16.5,CTNNB1,CCDC11,FCGR1B,UBE2Q1
1146,LINC00957,NCOA4,RWDD4,ISOC2,TPM2,SIRT1,CYP46A1,JAZF1,ACBD3
1147,NIPSNAP3B,ZNF45,TCEAL4,MGA,LY6G6F,TGFBRAP1,RP11-76E12.1,ZNF567,RIC3
1148,RP11-252A24.3,ZNF718,LUC7L,ZNF32,WDFY3,TRIM23,RP11-216P16.2,ATXN1L,KIAA1429
1149,C1orf186,NCR1,ZNF92,GLB1,CLEC4C,DENND5B,CCDC38,PEMT,KIF3A
1150,TAF12,UBE2E1,PTGS1,HBA1,MYO1E,RP11-532F6.3,RTN2,PRKACB,TMEM102
1151,NXT2,CAMK1D,GPR35,CRTC2,UBE2C,SLC16A5,CREB3L1,SLC4A7,STT3A
1152,BMPR2,CEP128,GBGT1,PPIF,WBP2NL,CLEC1B,RP11-382A18.2,OXLD1,MFSD10
1153,SLC25A12,RP3-325F22.5,MICU1,C18orf21,PRKAR2B,RP11-162G10.5,MYBPC3,GNPTAB,YPEL2
1154,RP11-400F19.6,DDI2,RP11-792A8.4,TADA2A,DNASE1L3,IQCE,PDE6H,ARSG,ZNF567
1155,GYS1,ARSG,TBC1D23,PCSK7,ACAT2,RP11-96C23.15,KLRC3,MAP2K7,PEMT
